id,text
859576134152978433,RT @HeraldoFlorida: Convocan a movilizarse el  8 de mayo en el próximo Consejo de Ministros. https://t.co/wLHnvLhXQp
734541359915360256,"RT @Cybertario: Vázquez dijo que ""habrá rebaja impositiva"". Claro que no fue ayer sino el 11 de noviembre de 2014. https://t.co/6lTj0gOX49"
734541304521232384,RT @SenJavierGarcia: Diciembre:ajuste fiscal Ancap costó u$a 900: Enero aumento tarifas púb.Ahora ajuste de u$a 500:con IRPF.Todo FA respon…
