id,text
1019781861432877056,@alanesik كلسون توك
1019781744222965760,@alanesik اي السماجه والنذاله اقرب اليك ياكلسون
1013067223668281345,@hamedrizq01 ههههههههه
1013060437108240384,@alanesik هل صحيح تم اغتصابك
1011972072887681024,@alanesik ليس هناك احقر منك
1008346300272738307,@Fahd_Alshelaimi اليمن شمالا وجنوبا يحبوك
1008345726210985984,@alanesik دور على امك وابوك
1008345218738020353,@alanesik لقيط
1008344900205674496,@alanesik لقيط
1008344682840166401,@alanesik الانسي طلع لقيط
