id,text
1074792887097815041,"@realDonaldTrump Dear President, I was raised in this beautiful country with my 3 other siblings. I was unfortunately the one out of 4 kids born out of country. Been dealing with major citizenship issues; feel suicide is the only answer. I have two little girls. Please help us."
