id,text
1074846851675906048,.@NancyPelosi We need progressives on key committees: @RashidaTlaib for Appropriations; @Ocasio2018 + @RoKhanna for W&amp;M; @RepJayapal for Judiciary + W&amp;M; @KatiePorterOC to Fin. Services.
