id,text
1074739902976274434,never give up guys
1063381867884363776,@sarkodie @captainplanetgh @AmgMedikal Sark you kill it you are the king of music
1051569061950382080,Great boi https://t.co/jcsITVZW0F
1051565944043134976,@sarkodie Ibi true boss
