id,screen_name,name,date_created,botornot_rt,bot
1093370751183245313,ChapstickDat,DatChapstick,2019-02-06 21:56:03.298314
1093372137337892864,MANG41419596,MANG​,2019-02-06 21:56:03.298368
1062872788409729024,Silvest05170696,Silvestre,2019-02-06 21:56:03.298389
460765599,OG_dannyd,Dan Devine,2019-02-06 21:56:03.298405
4632149861,shantellludick1,Shantell Ludick,2019-02-06 21:56:03.298427
1093372663014187008,uJTRYffEWGFyZuH,あ,2019-02-06 21:56:03.298530
3195847590,krazymomoffyp,Holly Johnston,2019-02-06 21:56:03.298552
4049669548,CaneronAllen,Caneron Allen,2019-02-06 21:56:03.298567
1093370136579342336,Christo57427377,Christopher Fields,2019-02-06 21:56:03.298582
1093371837726240769,HamoudAlaa1,Hamoud Alaa,2019-02-06 21:56:03.298597
